system,image,cer,wer,word_acc,ref_chars,seconds
hires-ml[es],es_val_0,0.013709677419354839,0.04145077720207254,0.9844559585492227,1240,1.256
hires-ml[es],es_val_1,0.09219571370804691,0.1024390243902439,0.9536585365853658,2473,3.071
hires-ml[es],es_val_2,0.14759036144578314,0.17333333333333334,0.9,996,1.885
hires-ml[es],es_val_3,0.1375556655121227,0.23961661341853036,0.8785942492012779,2021,2.421
hires-ml[es],es_val_4,0.15551181102362205,0.17567567567567569,0.8648648648648649,508,0.686
hires-ml[es],es_val_5,0.2634989200863931,0.27205882352941174,0.8676470588235294,926,1.581
hires-ml[es],es_val_6,0.05812807881773399,0.07058823529411765,0.9686274509803922,3045,3.291
hires-ml[es],es_val_7,0.23263473053892217,0.33094812164579607,0.9445438282647585,3340,4.212
hires-ml[es],es_val_8,0.1744580830504048,0.25980392156862747,0.8970588235294118,3829,3.251
hires-ml[es],es_val_9,0.12202380952380952,0.3146417445482866,0.7975077881619937,2016,3.373
hires-ml[es],es_val_10,0.16919575113808802,0.24870466321243523,0.927461139896373,1318,1.671
hires-ml[es],es_val_11,0.09784172661870504,0.1893491124260355,0.9260355029585798,2085,2.856
hires-ml[es],es_val_12,0.1144578313253012,0.2692307692307692,0.8384615384615385,1992,3.01
hires-ml[es],es_val_13,0.2474535650089874,0.34285714285714286,0.7918367346938775,1669,3.062
hires-ml[es],es_val_14,0.19166666666666668,0.259825327510917,0.9192139737991266,3000,4.587
hires-ml[es],es_val_15,0.07033898305084746,0.12269938650306748,0.8895705521472392,1180,1.756
hires-ml[es],es_val_16,0.16167023554603854,0.2518518518518518,0.8962962962962963,934,1.835
hires-ml[es],es_val_17,0.24473257698541329,0.3888888888888889,0.8,1234,1.737
hires-ml[es],es_val_18,0.10627647285329227,0.14558472553699284,0.9307875894988067,2597,3.203
hires-ml[es],es_val_19,0.24734982332155478,0.33157894736842103,0.7052631578947368,1132,2.648
hires-ml[es],es_val_20,0.1781150159744409,0.26903553299492383,0.9137055837563451,1252,2.224
hires-ml[es],es_val_21,0.052845528455284556,0.08444444444444445,0.9711111111111111,2952,3.045
hires-ml[es],es_val_22,0.1451117930732135,0.2535612535612536,0.8575498575498576,2281,4.233
hires-ml[es],es_val_23,0.14331065759637188,0.22448979591836735,0.8862973760932945,2205,2.676
hires-ml[es],es_val_24,0.048818897637795275,0.10507246376811594,0.9239130434782609,1905,3.524
hires-ml[es],es_val_25,0.03598484848484849,0.2111801242236025,0.7888198757763976,1056,2.085
hires-ml[es],es_val_26,0.13545611015490533,0.16083916083916083,0.9254079254079254,5810,4.791
hires-ml[es],es_val_27,0.21914594087282965,0.28407460545193686,0.9196556671449068,4262,4.078
hires-ml[es],es_val_28,0.0013449899125756557,0.012096774193548387,0.9879032258064516,1487,2.785
hires-ml[es],es_val_29,0.1028971028971029,0.1609907120743034,0.913312693498452,2002,2.771
hires-ml[es],es_val_30,0.12201772324471712,0.16363636363636364,0.9681818181818181,1467,2.78
hires-ml[es],es_val_31,0.21238300935925125,0.25,0.8724489795918368,1389,1.982
hires-ml[es],es_val_32,0.1370817843866171,0.22635135135135134,0.8986486486486487,2152,3.796
hires-ml[es],es_val_33,0.0708315002199736,0.1787878787878788,0.8454545454545455,2273,2.271
hires-ml[es],es_val_34,0.007194244604316547,0.05333333333333334,0.9466666666666667,973,1.758
hires-ml[es],es_val_35,0.15474974463738508,0.29354838709677417,0.867741935483871,1958,2.983
hires-ml[es],es_val_36,0.04097222222222222,0.0990990990990991,0.954954954954955,1440,2.176
hires-ml[es],es_val_37,0.21006389776357828,0.24022346368715083,0.9608938547486033,1252,1.846
hires-ml[es],es_val_38,0.02197802197802198,0.04844290657439446,0.972318339100346,1729,2.159
hires-ml[es],es_val_39,0.04285714285714286,0.15384615384615385,0.8744939271255061,1750,2.291
paddle-stock[es],es_val_0,0.02258064516129032,0.046632124352331605,0.9740932642487047,1240,1.566
paddle-stock[es],es_val_1,0.10230489284270117,0.10975609756097561,0.9560975609756097,2473,2.296
paddle-stock[es],es_val_2,0.12650602409638553,0.14666666666666667,0.9933333333333333,996,1.519
paddle-stock[es],es_val_3,0.15982187036120732,0.24600638977635783,0.8753993610223643,2021,1.806
paddle-stock[es],es_val_4,0.19488188976377951,0.17567567567567569,0.9054054054054054,508,1.183
paddle-stock[es],es_val_5,0.2861771058315335,0.25735294117647056,0.9411764705882353,926,1.5
paddle-stock[es],es_val_6,0.05845648604269294,0.07254901960784314,0.9725490196078431,3045,2.543
paddle-stock[es],es_val_7,0.2374251497005988,0.3363148479427549,0.9588550983899821,3340,2.54
paddle-stock[es],es_val_8,0.1736745886654479,0.2630718954248366,0.9035947712418301,3829,2.809
paddle-stock[es],es_val_9,0.18799603174603174,0.35202492211838005,0.8130841121495327,2016,2.108
paddle-stock[es],es_val_10,0.19650986342943855,0.29015544041450775,0.9222797927461139,1318,1.791
paddle-stock[es],es_val_11,0.13477218225419665,0.20414201183431951,0.9349112426035503,2085,2.11
paddle-stock[es],es_val_12,0.13805220883534136,0.3038461538461538,0.8538461538461538,1992,2.013
paddle-stock[es],es_val_13,0.23427201917315757,0.3183673469387755,0.9387755102040817,1669,1.858
paddle-stock[es],es_val_14,0.191,0.2554585152838428,0.9235807860262009,3000,2.535
paddle-stock[es],es_val_15,0.1423728813559322,0.1901840490797546,0.8957055214723927,1180,1.654
paddle-stock[es],es_val_16,0.2398286937901499,0.28888888888888886,0.9481481481481482,934,1.479
paddle-stock[es],es_val_17,0.24311183144246354,0.42777777777777776,0.7666666666666667,1234,1.542
paddle-stock[es],es_val_18,0.10627647285329227,0.14081145584725538,0.9474940334128878,2597,2.456
paddle-stock[es],es_val_19,0.20318021201413428,0.29473684210526313,0.7526315789473684,1132,1.813
paddle-stock[es],es_val_20,0.1900958466453674,0.25380710659898476,0.9390862944162437,1252,1.734
paddle-stock[es],es_val_21,0.07046070460704607,0.09111111111111111,0.9822222222222222,2952,2.481
paddle-stock[es],es_val_22,0.10346339324857519,0.2022792022792023,0.8689458689458689,2281,2.26
paddle-stock[es],es_val_23,0.15555555555555556,0.239067055393586,0.9008746355685131,2205,2.117
paddle-stock[es],es_val_24,0.06824146981627296,0.14855072463768115,0.894927536231884,1905,2.196
paddle-stock[es],es_val_25,0.03409090909090909,0.18633540372670807,0.8198757763975155,1056,1.654
paddle-stock[es],es_val_26,0.08726333907056799,0.12004662004662005,0.9405594405594405,5810,3.712
paddle-stock[es],es_val_27,0.23040825903331769,0.29411764705882354,0.9311334289813487,4262,2.825
paddle-stock[es],es_val_28,0.05379959650302623,0.06048387096774194,0.9879032258064516,1487,1.914
paddle-stock[es],es_val_29,0.11538461538461539,0.16408668730650156,0.9287925696594427,2002,1.966
paddle-stock[es],es_val_30,0.18336741649625085,0.19090909090909092,0.9681818181818181,1467,1.955
paddle-stock[es],es_val_31,0.21814254859611232,0.25510204081632654,0.8826530612244898,1389,1.801
paddle-stock[es],es_val_32,0.16356877323420074,0.22635135135135134,0.9222972972972973,2152,2.088
paddle-stock[es],es_val_33,0.08710954685437748,0.18787878787878787,0.8787878787878788,2273,2.178
paddle-stock[es],es_val_34,0.048304213771839674,0.06666666666666667,0.9733333333333334,973,1.621
paddle-stock[es],es_val_35,0.14964249233912155,0.2645161290322581,0.8709677419354839,1958,2.034
paddle-stock[es],es_val_36,0.07777777777777778,0.14864864864864866,0.9684684684684685,1440,1.791
paddle-stock[es],es_val_37,0.3801916932907348,0.39664804469273746,0.9106145251396648,1252,1.698
paddle-stock[es],es_val_38,0.038750722961249276,0.0726643598615917,0.9688581314878892,1729,1.905
paddle-stock[es],es_val_39,0.06514285714285714,0.13360323886639677,0.9392712550607287,1750,1.886
