system,image,cer,wer,word_acc,ref_chars,seconds
paddle-stock[fr],fr_val_5,0.21381142098273573,0.22413793103448276,0.9310344827586207,753,1.506
paddle-stock[fr],fr_val_6,0.35978835978835977,0.43209876543209874,0.8209876543209876,945,1.573
paddle-stock[fr],fr_val_7,0.11751662971175167,0.1342281879194631,0.9731543624161074,902,1.491
paddle-stock[fr],fr_val_8,0.11874224244931733,0.18617021276595744,0.8882978723404256,2417,2.086
paddle-stock[fr],fr_val_9,0.29980276134122286,0.37254901960784315,0.9084967320261438,1014,1.55
paddle-stock[fr],fr_val_10,0.4983922829581994,0.6086956521739131,0.782608695652174,622,1.399
paddle-stock[fr],fr_val_11,0.5726027397260274,0.6869565217391305,0.9434782608695652,1460,1.787
paddle-stock[fr],fr_val_12,0.09103078982597054,0.19047619047619047,0.873015873015873,747,1.39
paddle-stock[fr],fr_val_13,0.4020935960591133,0.5236363636363637,0.8472727272727273,1624,1.874
paddle-stock[fr],fr_val_14,0.4569309754706218,0.5102739726027398,0.7191780821917808,1753,2.004
paddle-stock[fr],fr_val_15,0.26278659611992944,0.27040816326530615,0.8469387755102041,1134,1.544
paddle-stock[fr],fr_val_16,0.15002820078962212,0.22837370242214533,0.8546712802768166,1773,1.976
paddle-stock[fr],fr_val_17,0.288745055735347,0.4751131221719457,0.7918552036199095,2781,2.419
paddle-stock[fr],fr_val_18,0.2727272727272727,0.4049586776859504,0.8429752066115702,770,1.494
paddle-stock[fr],fr_val_19,0.7457156090782769,0.8885672937771346,0.8480463096960926,4318,2.901
paddle-stock[fr],fr_val_20,0.1665840356965791,0.32132963988919666,0.8088642659279779,2017,2.127
paddle-stock[fr],fr_val_21,0.15456674473067916,0.2542372881355932,0.8542372881355932,1708,1.919
paddle-stock[fr],fr_val_22,0.1375438596491228,0.2149122807017544,0.881578947368421,1425,1.783
paddle-stock[fr],fr_val_23,0.29529243937232524,0.35964912280701755,0.7543859649122807,701,1.405
paddle-stock[fr],fr_val_24,0.18925831202046037,0.27049180327868855,0.9262295081967213,782,1.368
paddle-stock[fr],fr_val_25,0.31585268214571655,0.3925925925925926,0.8345679012345679,2498,2.229
paddle-stock[fr],fr_val_26,0.5171480144404332,0.5955056179775281,0.7471910112359551,1108,1.678
paddle-stock[fr],fr_val_27,0.13807890222984562,0.17220543806646527,0.9546827794561934,2332,2.13
paddle-stock[fr],fr_val_28,0.24335378323108384,0.3373493975903614,0.8594377510040161,1467,1.683
paddle-stock[fr],fr_val_29,0.3625461254612546,0.8651685393258427,0.7078651685393258,1084,2.208
paddle-stock[fr],fr_val_30,0.3178726035868893,0.46099290780141844,0.8049645390070922,1617,1.905
paddle-stock[fr],fr_val_31,0.16873889875666073,0.29411764705882354,0.8556149732620321,1126,1.573
paddle-stock[fr],fr_val_32,0.5620561379776801,0.6811145510835913,0.9308565531475749,5914,3.772
paddle-stock[fr],fr_val_33,0.2474318892362662,0.3501199040767386,0.7817745803357314,2239,1.957
paddle-stock[fr],fr_val_34,0.3463636363636364,0.4656084656084656,0.9047619047619048,1100,1.739
paddle-stock[fr],fr_val_35,0.14673366834170853,0.2455795677799607,0.8722986247544204,2985,2.442
paddle-stock[fr],fr_val_36,0.27007299270072993,0.2848101265822785,0.8924050632911392,959,1.559
paddle-stock[fr],fr_val_37,0.5628542847615872,0.6907630522088354,0.8534136546184738,2999,2.345
paddle-stock[fr],fr_val_38,0.2099476439790576,0.23278688524590163,0.8622950819672132,1910,2.08
