system,image,cer,wer,word_acc,ref_chars,seconds
hires-ml[german],de_val_0,0.07315261789825474,0.19218241042345277,0.8957654723127035,2693,3.606
hires-ml[german],de_val_1,0.19931271477663232,0.26570048309178745,0.8840579710144928,1746,1.79
hires-ml[german],de_val_2,0.22821024617431804,0.3333333333333333,0.8633879781420765,1503,2.276
hires-ml[german],de_val_3,0.020169851380042462,0.10434782608695652,0.9391304347826087,942,0.922
hires-ml[german],de_val_4,0.029525032092426188,0.13186813186813187,0.9010989010989011,779,0.992
hires-ml[german],de_val_5,0.01032448377581121,0.04878048780487805,0.9512195121951219,1356,1.484
hires-ml[german],de_val_6,0.05456453305351522,0.18181818181818182,0.8925619834710744,953,1.598
hires-ml[german],de_val_7,0.0983722576079264,0.09714285714285714,0.9771428571428571,1413,1.612
hires-ml[german],de_val_8,0.02418207681365576,0.0903954802259887,0.9209039548022598,1406,2.233
hires-ml[german],de_val_9,0.07337367624810892,0.1723076923076923,0.916923076923077,2644,3.352
hires-ml[german],de_val_10,0.03464203233256351,0.10204081632653061,0.9183673469387755,866,1.364
hires-ml[german],de_val_11,0.030831099195710455,0.1276595744680851,0.8936170212765957,746,1.288
hires-ml[german],de_val_12,0.067550894509562,0.14444444444444443,0.9018518518518519,3242,3.3
hires-ml[german],de_val_13,0.08532423208191127,0.125,0.96875,586,0.948
hires-ml[german],de_val_14,0.2655687081832218,0.3188405797101449,0.9202898550724637,1943,3.04
hires-ml[german],de_val_15,0.18143961927424151,0.27807486631016043,0.893048128342246,1681,1.557
hires-ml[german],de_val_16,0.061420345489443376,0.14084507042253522,0.9248826291079812,1563,2.103
hires-ml[german],de_val_17,0.03166378814047208,0.13963963963963963,0.8828828828828829,1737,2.212
hires-ml[german],de_val_18,0.2080684596577017,0.3668903803131991,0.8814317673378076,4090,4.036
hires-ml[german],de_val_19,0.1842374616171955,0.16736401673640167,0.9748953974895398,1954,2.328
hires-ml[german],de_val_20,0.011085180863477246,0.047325102880658436,0.9650205761316872,3428,4.813
hires-ml[german],de_val_21,0.14757878554957723,0.08823529411764706,0.9338235294117647,1301,1.527
hires-ml[german],de_val_22,0.23318385650224216,0.2023121387283237,0.9653179190751445,1338,1.429
hires-ml[german],de_val_23,0.0740873299928418,0.0947075208913649,0.9749303621169917,2794,4.088
hires-ml[german],de_val_24,0.09801324503311258,0.21505376344086022,0.8494623655913979,755,0.826
hires-ml[german],de_val_25,0.06956521739130435,0.135678391959799,0.9045226130653267,1380,1.768
hires-ml[german],de_val_26,0.015384615384615385,0.15625,0.84375,260,0.391
hires-ml[german],de_val_27,0.013165769000598444,0.06153846153846154,0.9743589743589743,1671,2.08
hires-ml[german],de_val_28,0.055122204888195525,0.1446280991735537,0.9090909090909091,1923,2.564
hires-ml[german],de_val_29,0.0007535795026375283,0.006779661016949152,0.9932203389830508,2654,2.471
hires-ml[german],de_val_30,0.14098360655737704,0.1875,1.0,610,0.905
hires-ml[german],de_val_31,0.11403220506079527,0.19957537154989385,0.9044585987261147,3043,5.463
hires-ml[german],de_val_32,0.01744186046511628,0.059113300492610835,0.9605911330049262,1548,1.989
hires-ml[german],de_val_33,0.08884297520661157,0.29577464788732394,0.9436619718309859,484,0.772
hires-ml[german],de_val_34,0.13427109974424553,0.24489795918367346,0.8629737609329446,2346,3.42
hires-ml[german],de_val_35,0.1794871794871795,0.2275132275132275,0.9365079365079365,1326,2.732
hires-ml[german],de_val_36,0.449203187250996,1.032520325203252,0.8130081300813008,1004,1.772
hires-ml[german],de_val_37,0.01944361352078971,0.03217821782178218,0.9777227722772277,3343,2.586
hires-ml[german],de_val_38,0.007889546351084813,0.05357142857142857,0.9464285714285714,507,0.764
hires-ml[german],de_val_39,0.22666666666666666,0.36716417910447763,0.808955223880597,2475,2.945
paddle-stock[german],de_val_0,0.09988860007426661,0.21498371335504887,0.9022801302931596,2693,2.395
paddle-stock[german],de_val_1,0.2279495990836197,0.2946859903381642,0.8840579710144928,1746,1.741
paddle-stock[german],de_val_2,0.2215568862275449,0.30601092896174864,0.8907103825136612,1503,1.821
paddle-stock[german],de_val_3,0.02335456475583864,0.11304347826086956,0.9304347826086956,942,1.411
paddle-stock[german],de_val_4,0.024390243902439025,0.10989010989010989,0.8901098901098901,779,1.411
paddle-stock[german],de_val_5,0.011061946902654867,0.04878048780487805,0.9512195121951219,1356,1.697
paddle-stock[german],de_val_6,0.10283315844700944,0.19008264462809918,0.9256198347107438,953,1.506
paddle-stock[german],de_val_7,0.09554140127388536,0.07428571428571429,0.9942857142857143,1413,1.732
paddle-stock[german],de_val_8,0.07823613086770982,0.096045197740113,0.9661016949152542,1406,1.718
paddle-stock[german],de_val_9,0.12934947049924356,0.18153846153846154,0.963076923076923,2644,2.255
paddle-stock[german],de_val_10,0.06928406466512702,0.11224489795918367,0.9285714285714286,866,1.489
paddle-stock[german],de_val_11,0.029490616621983913,0.10638297872340426,0.9148936170212766,746,1.398
paddle-stock[german],de_val_12,0.07063541024059222,0.14629629629629629,0.9092592592592592,3242,2.443
paddle-stock[german],de_val_13,0.13651877133105803,0.21875,0.96875,586,1.405
paddle-stock[german],de_val_14,0.25784868759650026,0.26811594202898553,0.9456521739130435,1943,1.945
paddle-stock[german],de_val_15,0.14634146341463414,0.22459893048128343,0.8983957219251337,1681,1.796
paddle-stock[german],de_val_16,0.061420345489443376,0.13615023474178403,0.9295774647887324,1563,1.81
paddle-stock[german],de_val_17,0.029936672423719057,0.12162162162162163,0.8828828828828829,1737,1.849
paddle-stock[german],de_val_18,0.2885085574572127,0.46756152125279643,0.8970917225950783,4090,3.237
paddle-stock[german],de_val_19,0.17195496417604914,0.1799163179916318,0.9790794979079498,1954,2.142
paddle-stock[german],de_val_20,0.03267211201866978,0.07613168724279835,0.9691358024691358,3428,2.752
paddle-stock[german],de_val_21,0.18831667947732514,0.15441176470588236,0.9338235294117647,1301,1.732
paddle-stock[german],de_val_22,0.2077727952167414,0.2254335260115607,0.976878612716763,1338,1.825
paddle-stock[german],de_val_23,0.0740873299928418,0.0947075208913649,0.9749303621169917,2794,2.324
paddle-stock[german],de_val_24,0.09668874172185431,0.20430107526881722,0.8602150537634409,755,1.361
paddle-stock[german],de_val_25,0.08623188405797101,0.1457286432160804,0.9346733668341709,1380,1.711
paddle-stock[german],de_val_26,0.06153846153846154,0.1875,0.84375,260,1.156
paddle-stock[german],de_val_27,0.0047875523638539795,0.02564102564102564,0.9743589743589743,1671,1.942
paddle-stock[german],de_val_28,0.13624544981799272,0.2066115702479339,0.9504132231404959,1923,1.994
paddle-stock[german],de_val_29,0.008666164280331574,0.01694915254237288,0.9966101694915255,2654,2.181
paddle-stock[german],de_val_30,0.20491803278688525,0.25,1.0,610,1.385
paddle-stock[german],de_val_31,0.10647387446598751,0.18895966029723993,0.9065817409766455,3043,2.474
paddle-stock[german],de_val_32,0.01614987080103359,0.06403940886699508,0.9458128078817734,1548,1.89
paddle-stock[german],de_val_33,0.1115702479338843,0.3380281690140845,0.9154929577464789,484,1.316
paddle-stock[german],de_val_34,0.14919011082693948,0.22740524781341107,0.9300291545189504,2346,2.298
paddle-stock[german],de_val_35,0.19457013574660634,0.2698412698412698,0.9470899470899471,1326,1.87
paddle-stock[german],de_val_36,0.44621513944223107,1.1219512195121952,0.8292682926829268,1004,2.123
paddle-stock[german],de_val_37,0.013460963206700568,0.027227722772277228,0.9826732673267327,3343,2.503
paddle-stock[german],de_val_38,0.013806706114398421,0.05357142857142857,0.9821428571428571,507,1.252
paddle-stock[german],de_val_39,0.2307070707070707,0.3582089552238806,0.8328358208955224,2475,2.211
